Column1,Column2,Column3
6211,2671,-1104
5763,2569,-958
4762,2022,-924
3780,1591,-580
2900,970,-276
2574,839,15
1526,692,54
1023,728,111
162,461,310
-344,367,541
-940,286,793
-2088,-364,1032
-3030,-887,1072
-3816,-1352,909
-4163,-1796,775
-4508,-2007,702
-5223,-2927,586
-5793,-3096,380
-5963,-3903,74
-6000,-4472,-204
-6012,-4722,-669
-6026,-4811,-831
-6040,-4877,-952
-6049,-4927,-1042
-5981,-4958,-1102
-5689,-4988,-1162
-5677,-5011,-1180
-5397,-4603,-1232
-5389,-4516,-1232
-5210,-4528,-1018
-5162,-4254,-1059
-5156,-4275,-791
-5141,-3673,-590
-5120,-3644,-531
-4937,-3190,-410
-4744,-3198,-380
-4686,-2878,-303
-4136,-2595,-227
-4043,-2394,-257
-3993,-2411,-287
-3849,-2371,-316
-3841,-2393,-346
-3537,-2394,-417
-3401,-2369,-446
-2987,-2387,-536
-2861,-2390,-561
-2452,-2241,-574
-2231,-2125,-574
-2067,-1986,-587
-1958,-1948,-599
-1601,-1496,-416
-1357,-1269,-361
-1302,-1171,-183
-1072,-681,236
-951,-545,474
-568,255,1057
-427,315,1106
127,894,1370
358,1142,1425
693,1574,1653
988,1747,1764
1265,2251,1754
1960,2639,1740
2299,2745,1720
2641,2742,1699
2724,2710,1538
3209,2806,1246
3370,2790,744
3603,2772,360
3606,2709,76
3595,2593,-1
3591,2549,-119
3587,2472,-228
3582,2394,-279
3547,1984,-320
3451,1929,-432
3285,1820,-463
3173,1763,-449
3117,1625,-523
2853,1474,-512
2772,1379,-507
2357,1330,-457
2188,1137,-412
1589,1013,-205
1207,602,-144
883,523,-125
690,492,31
682,399,35
496,359,205
436,297,299
364,313,314
373,312,316
359,363,352
379,505,393
384,545,507
301,763,607
267,743,634
148,717,667
161,686,704
178,653,740
162,613,773
220,425,714
262,159,207
362,108,178
821,104,-188
1018,101,-177
1462,-81,-693
1541,-97,-900
1634,-57,-1200
1740,-289,-1228
1828,-356,-1381
1941,-612,-1483
2062,-518,-1538
2162,-561,-1603
2246,-490,-1607
2274,-433,-1609
2303,-374,-1609
2287,-314,-1602
2265,-117,-1517
2311,57,-1495
2237,148,-1164
2205,510,-1007
2137,635,-815
2007,1146,-343
2007,1405,16
1888,1534,385
1821,1793,809
1742,2256,891
1638,2638,1348
1512,2763,1653
1331,2839,2060
1160,3011,2249
985,2996,2405
731,2951,2562
416,2889,2777
193,2816,2873
-6,2723,2958
-218,2611,3033
-637,2325,3101
-864,2138,3148
-1423,1965,3400
-1639,1605,3389
-1988,1279,3347
-2206,976,3302
-2374,757,3259
-2562,548,3217
-2662,148,2751
-2758,-84,2486
-2818,-417,2396
-2841,-546,2232
-2836,-784,2081
-2833,-896,1983
-2726,-1006,1876
-2545,-1080,1558
-2264,-1134,1239
-2132,-1048,1161
-1784,-1042,1089
-1282,-860,1019
-730,-606,948
-632,-209,887
-214,-226,853
103,4,794
459,121,790
473,202,809
489,251,784
507,322,1037
526,388,1190
542,409,1567
500,475,1853
222,586,2185
193,831,2547
-124,971,3265
-246,1347,3368
-324,1412,3780
-299,1685,3950
-256,2181,4438
-287,2416,4495
-217,2620,4644
-138,2733,4740
20,2934,4876
112,3053,4903
227,3165,4926
350,3275,4946
504,3380,4861
626,3483,4876
785,3552,4894
1093,3644,4915
1217,3757,4814
1421,3709,4753
1771,3784,4386
1902,3856,4364
2419,3928,4162
2555,3997,4121
2719,4065,4055
3014,4197,3997
3256,4466,3938
3804,4496,3851
4058,4889,3827
4511,5014,3785
4657,5320,3753
5005,5388,3619
5380,5494,3501
5506,5499,3474
5897,5569,3443
5937,5829,3434
5999,5902,3434
6045,5919,3434
6149,6025,3434
6134,6194,3454
6111,6278,3512
6069,6304,3585
6026,6338,3702
5821,6369,3762
5661,6399,3841
5200,6207,3920
5091,6059,3998
4978,6065,4073
4863,5802,3921
4745,5693,3987
4701,5376,3971
4685,5356,3898
4666,5209,3801
4659,5048,3733
4662,4917,3646
4650,4624,3536
4687,4617,3477
4738,4316,3363
4908,4268,3182
5030,4273,2757
5170,4273,2616
5310,4273,2457
5332,4273,2307
5780,4304,2219
5811,4304,2088
6052,4364,2074
6276,4487,1967
6328,4667,1933
6708,4694,1913
6921,5042,1703
7105,5383,1540
7282,5312,1345
7345,5223,1098
7332,5100,905
7309,4959,614
7274,4646,229
7233,4473,-90
7078,4193,-419
6918,3535,-940
6627,3280,-1091
6477,2772,-1558
6341,2493,-1962
6221,2329,-2258
6023,2149,-2690
5938,2034,-2735
5813,1920,-2754
5733,1836,-2754
5537,1808,-2754
5346,1876,-2754
5262,1929,-2649
4840,2031,-2235
4716,2290,-1930
4628,2380,-1506
4392,2663,-1248
4345,2838,-859
4258,3065,-519
4060,3231,-85
3761,3343,350
3660,3537,925
3384,3531,1267
3063,3600,1758
2928,3608,2145
2773,3555,2466
2648,3535,2797
2533,3492,2970
2426,3428,3047
2361,3313,3147
2368,3215,3218
2327,3182,3270
2358,3127,3184
2343,3121,3085
2608,3094,2911
2630,3110,2815
2998,3117,2690
3196,3187,2602
3297,3322,2509
3344,3295,2001
3380,3338,1928
3433,3311,1815
3463,3284,1716
3527,3275,1514
3625,3202,1389
3579,3131,1223
3581,3051,1092
3640,2979,990
3634,2927,908
3392,2889,867
3334,2858,833
2944,2522,799
2912,2323,773
2511,2208,732
2513,1994,732
2514,1966,656
2513,1757,369
2511,1602,258
2516,1615,0
2566,1627,-96
2597,1634,-201
3194,1634,-232
3206,1634,-232
3213,1713,-272
3326,1769,-272
3348,1810,-272
3374,1813,-232
3375,1893,-221
3373,1899,-193
3377,1959,-146
3332,2014,-134
3319,2068,-121
3279,2069,-70
3264,2026,-51
3224,2034,15
3163,2040,79
2906,2037,388
2740,2022,353
2545,1960,455
2410,1909,476
2383,1935,617
2322,1958,641
2313,1955,699
2317,1909,685
2311,1864,674
2315,1852,680
2342,1883,712
2507,2115,817
2553,2165,936
2596,2357,1207
2687,2416,1160
2741,2416,1325
2818,2446,1343
2873,2416,1298
2891,2377,1276
2918,2369,1232
2953,2334,1184
2992,2266,1119
2998,2204,1169
3502,2567,1137
3551,2682,1102
3841,3034,1075
4172,2967,1002
4546,3355,1116
4637,3469,1124
4881,3489,1103
4899,3749,1120
5026,3669,1041
5009,3581,1019
4989,3506,954
4971,3445,903
4954,3384,851
4936,3298,687
4610,2867,651
4558,2799,604
4344,2566,516
4309,2266,349
4286,2132,165
4275,1895,93
4264,1842,71
4241,1834,23
4218,1744,20
4183,1685,-66
4150,1637,-71
4157,1584,-578
4140,1272,-631
4344,1220,-1292
4369,1039,-1472
4391,994,-1809
4476,922,-1874
4525,899,-1874
4572,936,-1874
4595,979,-1874
4579,1000,-1874
4521,1000,-1809
4422,958,-1762
4334,878,-1608
4194,1084,-1452
4055,1435,-898
3922,1445,-919
3554,1481,-540
3405,1459,-573
2792,1391,-316
2407,1318,-123
2053,1257,-144
1894,1227,-26
1605,1195,94
1409,1139,-25
1040,1150,40
1092,1106,-9
1108,1075,-125
926,1054,-231
893,1076,-347
932,1002,-462
993,939,-590
992,881,-725
978,789,-843
1012,749,-965
1007,633,-1059
1024,559,-1155
1004,489,-1138
1004,405,-1183
923,312,-1263
877,205,-1285
589,75,-1314
595,9,-1228
494,-129,-1144
434,-194,-1106
433,-224,-1105
285,-283,-1096
12,-295,-896
-3,-303,-759
-375,-364,-452
-421,-422,-438
-603,-439,-305
-711,-456,-283
-1001,-439,-42
-1224,-445,98
-1298,-458,108
-1407,-464,429
-1420,-464,460
-1478,-451,843
-1542,-451,929
-1743,-451,1010
-2022,-451,1308
-2051,-451,1349
-2350,-451,1489
-2391,-459,1566
-2899,-548,1763
-2994,-628,1763
-3391,-802,1763
-3614,-830,1763
-4110,-1145,1763
-4441,-1530,1763
-4399,-1772,1470
-4349,-2092,1367
-4295,-2269,1065
-4218,-2216,859
-4214,-2519,800
-4215,-2603,145
-4214,-2807,113
-4137,-3080,-271
-4028,-3078,-423
-3969,-3123,-456
-3761,-3086,-933
-3761,-3400,-915
-3489,-3518,-1545
-3493,-3478,-1488
-3468,-3436,-1650
-3420,-3391,-1563
-3383,-3345,-1475
-3430,-3297,-1404
-3334,-2964,-1352
-3007,-2787,-1288
-2796,-2393,-1144
-2605,-2103,-820
-2339,-1761,-779
-2006,-1355,-589
-1568,-1099,-556
-1464,-930,-240
-1292,-678,-126
-1107,-331,53
-919,-127,255
-794,143,820
-628,581,933
-492,661,1153
-386,780,1510
-113,1218,1673
113,1515,2432
332,1832,2558
587,2294,3131
840,2483,3281
1010,2781,3705
1229,3236,3960
1465,3531,4388
1696,3991,4708
2034,4459,5024
2277,4815,5383
2485,4973,5401
2821,5331,5603
3178,5579,5698
3558,5748,5875
3909,5931,5913
4276,6075,5796
4641,6286,5656
5093,6378,5456
5629,6378,5213
5923,6332,4911
6158,6387,4542
6342,6256,4200
6548,6050,3844
6641,5791,3260
6684,5556,2718
6636,5201,2084
6539,4613,1630
6418,4215,1218
6199,3750,766
5719,3366,397
5449,2994,71
5084,2422,-239
4787,2071,-527
4177,1758,-721
3618,1476,-425
3291,1288,-441
2830,1040,-281
2497,930,-362
2046,761,-413
1946,715,-319
1426,560,-361
1161,490,-398
741,424,-436
545,179,-474
346,53,-773
133,-560,-935
34,-645,-974
-104,-787,-1356
-235,-1178,-1677
-284,-1335,-1898
-358,-1858,-2305
-358,-2020,-2537
-331,-2375,-2835
-274,-2403,-2839
-203,-2631,-3182
-116,-2614,-3273
157,-2558,-3834
542,-2488,-3879
741,-2415,-3903
871,-2335,-3969
1207,-2214,-4048
1344,-1926,-4154
1755,-1814,-4185
1821,-1665,-4287
1887,-1587,-4359
1951,-1509,-4311
2015,-1430,-4279
1972,-1343,-4278
2025,-1240,-4274
1648,-1724,-4243
1472,-1895,-4211
424,-2214,-3800
54,-2214,-3537
-386,-2260,-2975
-917,-2273,-2379
-1789,-2287,-1469
-2187,-2400,-1070
-2706,-2365,-430
-3023,-2330,-377
-3505,-2288,39
-3921,-2234,256
-4371,-2246,554
-4471,-2150,612
-4407,-2224,681
-4327,-2121,760
-4217,-1999,848
-4072,-2083,916
-4048,-1881,745
-4007,-1681,629
-3783,-1487,698
-3234,-1250,342
-3117,-1061,373
-2229,-939,61
-1983,-826,9
-1399,-619,-14
-1036,-549,-13
-649,-336,59
-164,203,66
99,267,63
465,716,-87
670,1003,-74
930,1285,214
1154,1517,117
1261,1907,528
1525,1903,620
1712,2336,1440
1922,2419,1460
2058,2521,1809
2067,2592,1924
2146,2541,2107
2224,2695,2558
2177,2831,3162
2307,2894,3598
2358,3078,4003
2400,3143,4191
2563,3477,4467
2622,3776,4752
2811,4300,5395
3054,4675,5524
3174,5129,6126
3294,5552,6248
3382,5604,6234
3447,5655,6218
3548,5704,6198
3664,5751,6176
3796,5803,6151
3590,5855,5974
3709,5835,5705
3779,5504,5267
3857,5292,4783
3619,4809,4472
3583,4366,4047
3385,3936,3659
3146,3362,3232
3015,2890,2784
2894,2367,2324
2717,1911,1865
2382,1356,1614
2036,665,1225
1796,555,1058
1577,479,990
1391,411,1063
1057,345,1009
847,352,1031
754,421,1053
537,505,1070
368,606,1179
259,747,1245
325,876,1099
366,941,1047
317,971,1055
425,999,1022
232,1024,778
158,866,383
43,600,132
16,271,-15
62,191,-173
-37,-186,-855
-156,-403,-1157
-185,-1228,-2012
-317,-1347,-2261
-462,-1553,-2563
-610,-1726,-2642
-735,-1925,-2758
-886,-2341,-3148
-1169,-2559,-3197
-1401,-2950,-3687
-1595,-3092,-3774
-2051,-3421,-3856
-2506,-4112,-4171
-2786,-4200,-4412
-3274,-4594,-4516
-3547,-4863,-4478
-3828,-4919,-4424
-4096,-5003,-4379
-4274,-5021,-4353
-4446,-5062,-4287
-4729,-5237,-4315
-5001,-5345,-4192
-5399,-5278,-4064
-5475,-5215,-3931
-5869,-5141,-3798
-6000,-5023,-3587
-5983,-4896,-3339
-5920,-4680,-3188
-5841,-4520,-2958
-5753,-4325,-2822
-5657,-4026,-2734
-5434,-3723,-2651
-5236,-3575,-2588
-4767,-3432,-2519
-4561,-3314,-2474
-4189,-3163,-2360
-3678,-3031,-2348
-3542,-2948,-2258
-3218,-2867,-2177
-2578,-2732,-2051
-2364,-2377,-2010
-1937,-2315,-1936
-1627,-2100,-1670
-1069,-1375,-1682
-872,-1028,-1242
-137,-414,-1201
174,161,-765
1014,779,-767
1313,953,-679
1395,1176,-422
1523,1134,-511
1763,1442,-481
1823,1417,-568
2141,1575,-574
2190,1662,-653
2215,1620,-732
2280,1651,-763
2332,1602,-843
2371,1551,-970
2278,1497,-1054
2317,1429,-1105
1944,1340,-1154
1512,1070,-1138
1126,748,-1159
504,485,-1178
-105,165,-1187
-431,-6,-1180
-961,-454,-1180
-1341,-642,-1169
-1746,-918,-1149
-2176,-1231,-1144
-2697,-1606,-1094
-3120,-2003,-997
-3702,-2298,-933
-3856,-2333,-869
-4172,-2433,-864
-4268,-2870,-686
-4589,-2949,-542
-4625,-3065,-522
-4788,-3068,-521
-5260,-3271,-335
-5470,-3271,-286
-5461,-3254,-229
-5637,-3220,-68
-5620,-3186,-29
-5603,-3151,28
-5577,-2969,65
-5542,-2830,102
-5280,-2710,139
-4854,-2411,176
-4400,-2271,212
-3966,-2076,163
-3575,-1778,-53
-3282,-1724,-110
-3016,-1500,-115
-2369,-1314,-484
-2308,-1274,-623
-2111,-1170,-731
-2060,-1157,-796
-2007,-1145,-940
-1955,-1138,-940
-1917,-1134,-941
-1896,-1132,-941
-1963,-1131,-941
-2093,-1140,-941
-2484,-1140,-562
-3059,-1469,-513
-3626,-1635,-389
-3665,-1898,-196
-3937,-1980,-106
-4280,-2041,-67
-4488,-2470,21
-4954,-2479,197
-5022,-2484,288
-5014,-2452,322
-5014,-2424,356
-5006,-2396,389
-4990,-2368,419
-4959,-2325,464
-4142,-2268,420
-4057,-2185,377
-3654,-1977,436
-3548,-1770,375
-3309,-1344,376
-2442,-1219,255
-2227,-1019,219
-1888,-812,137
-1565,-709,91
-1178,-622,106
-1004,-529,166
-903,-474,244
-823,-396,374
-661,-325,491
-563,-248,538
-458,-142,660
-373,49,791
-147,317,793
5,379,896
225,571,1006
306,647,1109
418,857,1431
785,1002,1529
981,1146,1789
1374,1389,1774
1585,1539,1811
1916,1904,1942
2582,2468,1925
2671,2437,1874
2859,2728,2063
2933,2649,2164
3218,3216,2154
3466,3395,2357
3552,3719,2435
3692,3748,2879
3828,3961,3024
3925,3891,3241
3984,3827,3244
4173,3769,3304
4196,3719,3298
4391,3681,3263
4404,3654,3234
4418,3628,3210
4574,3603,3082
4559,3452,2979
5012,3440,2555
5627,3432,2273
5578,3406,2272
5987,3393,2273
6060,3393,2273
6342,3608,2273
6946,4214,2273
7080,4746,2539
7989,5450,2591
8171,6226,3205
8178,6605,3346
8213,7025,3641
8205,7208,4002
8196,7510,4207
8197,7601,4352
8160,7716,4905
8074,7743,5062
7903,7768,5158
7849,7796,5246
7478,7829,5311
6788,7816,5355
6587,7619,5376
5992,7044,5195
5780,6631,4892
5607,6290,4480
5171,5713,4184
5160,5417,3701
4587,4700,3402
4490,4288,2911
3976,3619,2515
3774,3229,2272
3224,2444,1793
2922,2153,1487
2340,1528,1156
1950,723,553
1484,428,461
801,-388,162
728,-527,77
442,-662,-97
123,-662,-90
89,-664,-70
-101,-666,-34
-257,-667,13
-331,-666,86
-395,-561,274
-426,-375,447
-421,109,871
-388,363,1277
-323,761,1603
-238,1273,2128
-135,1373,2280
-44,1727,2497
71,2043,3196
318,2313,3435
463,2552,3725
565,2656,3978
710,2728,4177
846,2884,4261
926,2917,4272
955,2928,4272
970,2928,4272
967,2810,4272
944,2724,4248
863,2620,4197
702,2360,4130
636,2247,3967
572,2019,3585
542,1906,3396
505,1254,3195
463,1067,2998
483,886,2848
393,746,2597
464,386,2110
557,112,1830
735,38,1330
895,65,1013
1058,78,747
1321,115,559
1554,283,403
1884,396,349
2120,621,285
2441,1438,378
2504,1693,579
2518,1859,845
2602,2026,934
2611,2123,1021
2572,2321,1137
2534,2789,1706
2640,3270,2007
2521,3373,2285
2408,3387,2478
2303,3396,2805
2195,3403,2956
2100,3403,3131
2003,3375,3331
1905,3391,3420
1821,3535,3432
1932,3527,3438
1882,3545,3438
2205,3538,3438
2326,3729,3379
3039,3841,3350
3229,4010,3346
3329,4098,3251
3534,4119,3235
3734,4215,3148
4753,4827,3148
4839,5086,3144
5366,5133,3129
5484,5347,3129
6097,5877,3129
6345,6215,3129
6795,6221,3144
6806,6221,3165
6816,6210,3227
6826,6186,3237
6839,6166,3191
6852,6146,3238
6755,6103,3294
6519,5832,3304
6478,5811,3282
6354,5698,3306
5796,5298,3284
5516,5259,3300
5476,5193,3283
5318,5166,3283
5311,5148,3283
5068,5040,3283
4772,4748,3237
4672,4698,3139
4596,4409,2970
4431,4309,2908
4251,3912,2693
4015,3859,2735
3943,3807,2785
3770,3705,2849
3585,3707,2927
3408,3709,3008
3124,3429,3139
2530,3420,3454
2393,3377,3570
1703,3162,3984
1577,3003,3979
1202,2914,4229
1115,2597,4499
881,2259,4553
718,2074,4852
747,1901,4986
662,2213,4955
474,1939,4849
406,1881,4935
266,2148,5000
254,2150,4853
438,2168,4654
574,2073,5025
528,2146,5041
480,1945,4824
490,2400,4664
421,2184,4469
354,2004,4205
468,1781,3963
332,1607,3712
191,1414,3492
57,1251,3175
-72,1045,2977
-203,873,2721
-533,681,2473
-838,412,2242
-1021,233,1980
-1375,-102,1761
-1552,-314,1514
-1780,-561,1289
-1971,-756,1095
-2175,-953,628
-2415,-1134,355
-2807,-1337,142
-2968,-1527,-75
-3262,-1704,-259
-3426,-1869,-466
-3575,-2253,-688
-3645,-2562,-1175
-3690,-2958,-1359
-3736,-3102,-1487
-3804,-3184,-1641
-3828,-3420,-1822
-3830,-3560,-1935
-3838,-3627,-2067
-3937,-3683,-2195
-3962,-3753,-2294
-3963,-3840,-2443
-4107,-3898,-2519
-4134,-3958,-2572
-4290,-3997,-2517
-4307,-4089,-2535
-4308,-4127,-2547
-4307,-4122,-2530
-4305,-4183,-2506
-4303,-4175,-2465
-4307,-4168,-2438
-4227,-4146,-2402
-4222,-4122,-2304
-4096,-3999,-2163
-3993,-3906,-2102
-3998,-3773,-2042
-3990,-3681,-1994
-3991,-3607,-1928
-3642,-3556,-1881
-3651,-3478,-1793
-3220,-3464,-1715
-3192,-3356,-1634
-3197,-3329,-1557
-3201,-3276,-1497
-3124,-2983,-1457
-3106,-2723,-1086
-3117,-2382,-790
-3136,-2404,-679
-3142,-2213,-698
-3145,-2115,-677
-3131,-2076,-709
-2853,-1902,-784
-2813,-1706,-864
-2679,-1792,-981
-2538,-1905,-1062
-2193,-1999,-1078
-2172,-2060,-1147
-1727,-2106,-1448
-1616,-1996,-2042
-1487,-1961,-2086
-1336,-2031,-2394
-1221,-1942,-2400
-1139,-1847,-2378
-1060,-1764,-2671
-967,-1733,-2640
-846,-1768,-2644
-904,-1849,-2785
-862,-1854,-2824
-863,-1783,-2745
-836,-1719,-2774
-811,-1668,-2676
-789,-1606,-2677
-767,-1536,-2644
-747,-1252,-2558
-530,-1226,-2587
-503,-1132,-2553
-332,-1085,-2690
-210,-1017,-2631
-108,-947,-2595
-31,-894,-2760
52,-841,-2688
255,-680,-2617
323,-619,-2566
655,-549,-2513
706,-380,-2465
976,-249,-2407
1154,-126,-2354
1258,-38,-2181
1330,39,-2057
1565,347,-1833
1603,693,-1682
1770,1023,-1490
2046,1294,-1333
2050,1379,-1240
2090,1545,-1135
2110,1610,-1060
2224,1654,-1015
2252,1683,-969
2348,1711,-923
2357,1738,-899
2364,1747,-867
2370,1772,-838
2375,1806,-848
2379,1776,-992
2371,1500,-967
2334,1536,-934
2174,1144,-997
2112,963,-997
1739,734,-997
1653,575,-997
1684,361,-997
1342,340,-997
1139,338,-961
729,351,-807
668,284,-581
181,297,-547
-42,99,-547
-508,92,-521
-837,-155,-521
-1293,-201,-338
-1557,-330,-338
-2146,-475,-338
-2327,-847,-338
-3075,-989,-416
-3543,-1371,-416
-3877,-1729,-519
-4075,-2258,-730
-4207,-2421,-950
-4294,-2746,-1023
-4399,-3029,-1107
-4422,-3195,-1327
-4372,-3333,-1672
-4023,-3357,-1812
-3669,-3428,-1889
-3315,-3467,-2034
-2721,-3514,-2054
-2517,-3429,-2074
-2205,-3109,-2088
-1577,-2580,-2093
-1308,-2408,-2093
-970,-1780,-1887
-830,-1478,-1516
-590,-1331,-1332
-275,-863,-1061
-159,-820,-1028
32,-412,-699
39,-237,-428
106,-26,-217
107,93,92
104,241,645
86,354,787
8,503,1377
-166,522,1599
-358,542,2567
-681,557,2813
-942,587,3287
-1093,606,3447
-1573,606,3769
-1803,507,4093
-2102,464,4309
-2317,380,4320
-2362,236,4365
-2379,134,4365
-2461,102,4365
-2481,102,4365
-2563,-19,4365
-2579,-42,4309
-2540,-124,4242
-2468,-195,4120
-2375,-238,4020
-2314,-242,3933
-1958,-280,3889
-1768,-296,3670
-1683,-245,3346
-1601,-164,3283
-1058,-32,3230
-1037,103,3125
-485,266,2666
-279,524,2601
-58,580,2429
37,827,2306
146,935,2178
248,1184,2055
215,1171,2013
226,1139,1932
194,1106,1690
152,1074,1556
77,1050,1531
-9,1020,1384
-95,984,1313
-152,865,908
-205,610,737
-419,410,554
-479,266,389
-689,61,366
-732,-108,147
-829,-513,-67
-805,-586,-324
-791,-838,-637
-757,-938,-879
-713,-967,-1203
-667,-1000,-1361
-591,-1054,-1732
-438,-1102,-1788
-323,-1153,-2227
-129,-1138,-2406
186,-1123,-2741
463,-1076,-3085
821,-1030,-3402
1150,-1014,-3751
1794,-987,-4039
1844,-947,-4363
2328,-962,-4653
2615,-965,-4951
2726,-921,-5279
2930,-1134,-5388
3174,-1091,-5721
3231,-1282,-5721
3281,-1231,-5721
3331,-1320,-5721
3372,-1267,-5721
3401,-1208,-5721
3422,-1144,-5633
3193,-1104,-4925
2785,-1048,-4527
2443,-929,-4200
2448,-857,-3885
2150,-782,-3300
2193,-662,-2776
2244,-561,-2716
2009,-489,-2498
2022,-399,-2303
2107,-275,-2211
2186,-129,-2148
2268,-50,-2042
2311,-2,-1829
2199,67,-1705
2134,171,-1460
2247,333,-1172
2362,430,-1037
2392,590,-950
2343,633,-648
2335,800,-118
2461,899,4
2526,1005,73
2599,1133,270
2755,1293,348
2538,1465,750
2700,1646,811
2870,1737,1218
3061,2029,1542
3203,2071,1557
3253,2428,1931
3203,2564,2113
3331,2681,2428
3268,2888,2680
3144,2993,2745
3007,3051,2969
2781,3174,3033
2658,3067,3259
2544,3084,3397
2342,2911,3373
2117,2843,3344
1958,2747,3326
1788,2526,3446
1525,2411,3399
1410,2289,3428
1107,1821,3332
1041,1727,3234
715,1645,3167
659,1573,3191
533,1493,3134
172,1413,3156
137,1334,3085
96,1280,3137
43,1228,3299
-61,1210,3272
-147,1366,3266
-217,1509,3218
-286,1912,3181
-259,2134,3194
-317,2436,3216
-252,2597,3212
-188,2652,3186
184,2572,3160
170,2565,3089
93,2554,3086
18,2520,2850
166,2455,2582
12,2387,2149
-169,2326,1782
-351,1803,1200
-466,1459,732
-511,821,309
-558,-53,-97
-1256,-397,-140
-1525,-1286,-738
-1946,-1815,-1048
-2547,-2593,-1339
-3269,-3154,-1458
-3545,-3501,-1565
-3928,-3865,-1688
-4295,-3919,-1879
-4551,-4008,-2066
-4553,-4058,-2186
-4552,-4104,-2294
-4547,-4146,-2436
-4513,-4183,-2520
-4464,-4173,-2604
-4386,-4197,-2688
-4093,-4217,-2666
-4033,-4220,-2754
-3950,-4104,-2807
-3872,-4017,-2887
-3835,-3863,-2795
-3792,-3730,-2467
-3734,-3510,-2470
-3710,-3498,-2499
-3697,-3510,-2426
-3967,-3527,-2288
-4002,-3586,-2318
-4484,-3644,-2341
-4813,-3707,-2083
-5005,-3767,-2106
-5394,-3841,-1919
-5599,-3994,-1843
-5965,-4098,-1784
-6461,-4426,-1742
-6531,-4551,-1770
-6530,-4756,-1789
-6530,-4982,-1789
-6530,-5148,-1789
-6530,-5233,-1912
-6530,-5357,-1913
-6379,-5360,-1967
-6101,-5428,-1999
-6099,-5420,-2064
-5831,-5400,-2208
-5692,-5366,-2208
-5441,-5254,-2208
-5190,-5223,-2208
-4705,-4922,-2208
-4330,-4704,-2208
-4044,-4018,-2121
-3650,-3762,-1959
-3177,-3263,-1959
-2647,-2897,-1952
-2031,-2347,-1935
-1532,-2173,-1849
-1012,-1535,-1666
-563,-1175,-1513
32,-554,-1153
339,-433,-1094
436,-199,-767
711,-181,-707
726,267,-299
1074,318,-127
1141,535,227
1445,999,383
1644,1003,404
1830,1472,637
1958,1638,837
2165,1818,802
2190,1924,1130
2401,2244,1074
2454,2409,1105
2547,2442,937
3294,3002,865
3595,3014,800
4333,3150,641
4778,3094,423
5020,3016,226
5491,2966,-102
6004,2934,-406
6419,2901,-1001
6816,2859,-1230
7161,2808,-1566
7568,2756,-1566
7514,2726,-1566
7460,2618,-1566
7433,2618,-1566
7433,2618,-1566
7433,2635,-1407
7126,2656,-847
7102,2700,-804
6883,2763,-253
6806,3110,-83
6836,3201,392
6763,3581,509
6756,3898,945
6750,3934,1061
6596,3971,1183
6440,4007,1429
6438,4061,1505
6344,4132,1593
6227,4039,1669
5792,3920,1855
5320,3598,1926
5285,3603,1986
4744,3231,2052
4771,3020,2022
4084,2607,2035
3557,2194,1991
3155,2220,1987
2692,1931,1963
2593,1793,1892
2114,1486,1827
2032,1362,1620
1923,1236,1532
1878,1103,1094
1943,928,896
1959,663,420
1813,270,301
1964,245,175
2108,376,133
2186,519,104
2242,663,86
2409,811,75
2445,964,81
2566,1055,413
2676,1169,546
2641,1412,770
2723,1658,1116
2697,1867,1473
2597,2312,1777
2482,2964,2436
2375,3255,2774
2323,3649,3334
2154,3635,3681
2045,3675,3879
1848,3623,4279
1723,3534,4391
1246,3438,4885
1007,3339,5091
524,3195,5301
60,2813,5799
-712,2156,5720
-1116,1793,5480
-1920,944,5231
-2293,627,4933
-2487,273,4615
-2639,-110,4278
-2782,-370,3888
-2874,-662,3189
-2961,-916,2861
-3079,-1143,2500
-3042,-1313,1915
-2977,-1441,1219
-3000,-1537,805
-2985,-1643,474
-2907,-1784,157
-2828,-1889,-54
-2879,-2065,-168
-2757,-2123,-513
-2758,-2086,-748
-2496,-2085,-900
-2485,-2084,-913
-2104,-2194,-987
-1826,-2194,-976
-1751,-2190,-920
-1764,-2085,-820
-1733,-2026,-638
-1715,-1943,-361
-1535,-1792,-165
-1294,-1518,138
-1268,-952,615
-1165,-528,1032
-1175,189,1635
-824,632,1873
-709,1355,2301
-558,1555,2367
-283,1941,2544
-28,2401,2668
188,2507,2643
390,2603,2558
605,2687,2474
822,2782,2405
999,2822,2314
947,2833,2127
1100,2547,1848
793,2048,1660
840,1738,1322
768,1278,967
684,948,651
609,678,384
646,147,177
565,-110,-177
551,-227,-426
571,-341,-738
405,-383,-863
249,-420,-1394
540,-507,-1731
615,-637,-2084
648,-654,-2372
1032,-764,-2793
986,-862,-2887
1467,-761,-3352
1404,-867,-3434
1346,-955,-3502
1299,-1026,-3554
1264,-1080,-3606
1240,-1115,-3645
1188,-1253,-3453
992,-1258,-3233
820,-1267,-3095
485,-1270,-2653
390,-1325,-2624
194,-1335,-2365
-41,-1371,-2023
-263,-1386,-1749
-531,-1419,-1391
-677,-1496,-1292
-915,-1533,-942
-1127,-1554,-910
-1235,-1598,-584
-1692,-1566,-430
-1796,-1517,-166
-2122,-1469,141
-2158,-1496,198
-2195,-1417,261
-2211,-1342,320
-2225,-1241,376
-2236,-1179,429
-2239,-1272,332
-2101,-1221,260
-2091,-1147,37
-2067,-1100,93
-2144,-1119,110
-2105,-1079,146
