Column1,Column2,Column3
-2080,-1126,155
-2114,-1066,278
-2084,-1090,349
-2141,-1129,416
-2356,-1168,561
-2432,-1106,694
-2583,-1117,818
-2564,-983,958
-2532,-905,1040
-2496,-790,1159
-2450,-696,1243
-2410,-569,1315
-2332,-489,1363
-2270,-345,1401
-2201,-236,1424
-2154,-124,1465
-2117,-104,1474
-2023,-158,1549
-2038,-91,1604
-1967,-2,1659
-1897,43,1663
-1872,84,1738
-1961,120,1767
-1903,181,1865
-1917,235,2010
-1929,107,2039
-1894,167,2060
-1899,225,2074
-1950,271,2088
-1888,350,2118
-1805,412,2142
-1715,472,2169
-1633,542,2196
-1511,630,2209
-1383,785,2221
-1236,878,2269
-1103,1036,2282
-853,1329,2369
-609,1547,2466
-485,1621,2514
15,2369,2978
450,2586,2985
854,3121,3272
959,3497,3751
1383,4021,3812
1590,4408,4384
2015,4884,4377
2378,5255,4450
2687,5671,4482
3250,5768,4444
3343,5838,4425
3580,5862,4425
3931,5862,4425
4118,5862,4385
4087,5862,4362
4083,5862,4075
4003,5862,4050
3905,5572,3611
3776,5231,3570
3618,5223,3488
3522,4649,3055
3293,4284,3047
2972,3739,2584
2543,3255,2603
2205,2619,2576
1999,2514,2581
1716,2206,2609
1274,1906,2643
758,1877,2678
210,1781,2636
45,1667,2749
-111,1540,2899
-329,1397,2849
-551,1252,3075
-707,1148,3173
-935,1057,3158
-1198,1312,3144
-1422,1109,3042
-1643,1012,2970
-1778,788,2859
-1698,1256,2755
-1843,997,2647
-1866,801,2611
-2128,710,2458
-1923,381,2280
-2024,233,2099
-2305,60,1839
-2254,-225,1556
-2080,-595,1441
-1798,-816,669
-1623,-1210,430
-1537,-1293,-274
-1367,-1316,-543
-1105,-1433,-1356
-953,-1442,-1370
-843,-1398,-1646
-402,-1340,-2045
-104,-1336,-2309
22,-1237,-2574
321,-1224,-2647
494,-1156,-2601
684,-1023,-2675
774,-989,-2820
869,-1003,-3005
943,-956,-3038
1056,-871,-3124
1153,-833,-3179
1245,-847,-3154
1324,-867,-3080
1397,-939,-3004
1395,-1073,-2939
1327,-990,-2887
1402,-1019,-2833
997,-909,-2776
1023,-902,-2637
808,-852,-2552
486,-788,-2009
412,-749,-1929
384,-709,-1830
304,-618,-1611
213,-530,-1535
155,-80,-1047
146,-48,-1016
-30,110,-869
-43,168,-697
-163,178,-617
-158,187,-520
-356,200,-490
-997,206,73
-1063,189,91
-1587,220,532
-1984,223,813
-2418,-20,851
-3077,-405,1132
-3451,-356,1535
-4183,-462,2108
-4665,-676,2357
-5039,-985,2494
-5665,-1026,2840
-5928,-1430,3035
-6330,-1535,3178
-6246,-1670,3333
-6368,-1733,3451
-6375,-1621,3568
-6273,-1763,3678
-6136,-1574,3787
-6010,-1440,3783
-5881,-1299,3910
-5726,-1150,3951
-5558,-966,4049
-4859,-795,3553
-4685,-627,3506
-3937,-513,3042
-3664,-403,2859
-3080,-324,2527
-2501,-166,2308
-2241,-152,2009
-1611,-117,1802
-1392,-83,1174
-895,-83,956
-832,-146,824
-477,-193,143
-471,-328,-114
-467,-396,-645
-462,-894,-1196
-458,-969,-1380
-453,-1172,-1785
-605,-1648,-2035
-861,-2119,-2420
-1458,-2675,-2525
-1557,-3299,-2828
-1964,-3701,-2974
-2144,-3789,-2909
-2262,-3824,-2829
-2563,-3991,-2733
-2826,-3976,-2632
-2965,-3927,-2428
-3098,-3863,-2202
-3233,-3789,-1942
-3278,-3675,-1662
-3417,-3548,-1414
-3435,-3426,-1159
-3399,-3095,-847
-3251,-2759,-516
-3188,-2447,-93
-2872,-2031,328
-2462,-1455,701
-1747,-738,1009
-1466,-468,1410
-948,35,1686
-549,579,1839
-195,1036,2205
88,1710,2241
426,1948,2323
821,2601,2640
1077,2725,2744
1319,2926,2736
1517,3079,2660
1677,3259,2580
1871,3306,2473
2060,3319,2299
2241,3315,2145
2416,3302,1973
2582,3269,1817
2716,3223,1390
2902,3143,994
3062,2874,708
3265,2765,-62
3466,2403,-388
3484,1888,-1189
3475,1652,-1804
3429,1073,-2566
3361,685,-3072
3255,89,-3575
2839,-503,-3908
2642,-774,-4078
2448,-1071,-4638
2270,-1484,-4764
2109,-1845,-4869
1949,-2078,-4968
1161,-2355,-5060
774,-2565,-5146
-315,-2771,-5015
-623,-2998,-5066
-1075,-3221,-4904
-1752,-3388,-4618
-2150,-3599,-4554
-2655,-3684,-4445
-3089,-3816,-4339
-3426,-3929,-4272
-3628,-3974,-4250
-4227,-4076,-4042
-4314,-4162,-3924
-4613,-4386,-3822
-4730,-4318,-3743
-4813,-4244,-3597
-4877,-4163,-3439
-4873,-4167,-3327
-4856,-4027,-3062
-4827,-3860,-2879
-4790,-3706,-2678
-4737,-3521,-2412
-4697,-3150,-2319
-4580,-3050,-1775
-4564,-2922,-1717
-4466,-2745,-1641
-4330,-2585,-1563
-4266,-2454,-1512
-4319,-2368,-1420
-4235,-2415,-1303
-4130,-2398,-1249
-4218,-2344,-1185
-4119,-2487,-1152
-4041,-2753,-1133
-3987,-2855,-1124
-3943,-2833,-1124
-3905,-3038,-1204
-3903,-3038,-1285
-3775,-3038,-1311
-3233,-3044,-1330
-3153,-3056,-1369
-3146,-2831,-1406
-3077,-2840,-1516
-2767,-2702,-1553
-2773,-2531,-1568
-2783,-2546,-1601
-2793,-2463,-1658
-2806,-2481,-1688
-2821,-2502,-1732
-2892,-2526,-1751
-2939,-2554,-1846
-3136,-2750,-1925
-3305,-2949,-2038
-3751,-3142,-2146
-3965,-3507,-2233
-4404,-3646,-2267
-4747,-3856,-2407
-5176,-4243,-2480
-5272,-4322,-2490
-5593,-4746,-2490
-5636,-4818,-2439
-5918,-5032,-2439
-5921,-5032,-2296
-6103,-5040,-2180
-6108,-5040,-2180
-6113,-5040,-2180
-6119,-5040,-2158
-6121,-5040,-2155
-5865,-4688,-2108
-5565,-4508,-2108
-5549,-4485,-2158
-5323,-4110,-2180
-4852,-3714,-2182
-4716,-3656,-2212
-4412,-3607,-2215
-4226,-3587,-2261
-4132,-3478,-2317
-3964,-3351,-2396
-3952,-3267,-2381
-3681,-3265,-2474
-3470,-3268,-2480
-3461,-3271,-2688
-3454,-3397,-2906
-3446,-3376,-3042
-3438,-3811,-3539
-3433,-3927,-3834
-3943,-4649,-4130
-4076,-4658,-4356
-4442,-5132,-4687
-4775,-5501,-5004
-5064,-5632,-5246
-5272,-6055,-5627
-5577,-6180,-5694
-5709,-6346,-5694
-6110,-6887,-5702
-6112,-6888,-5718
-6401,-6884,-5734
-6859,-6878,-5750
-6849,-6872,-5698
-6828,-6866,-5653
-6807,-6756,-5139
-6786,-6740,-5055
-6354,-5900,-4470
-6346,-5765,-4279
-6131,-5403,-4124
-5804,-5201,-4069
-5516,-4907,-3875
-5160,-4782,-3862
-4463,-4270,-3639
-4158,-4027,-3621
-3856,-3785,-3471
-3591,-3568,-3272
-3454,-3459,-3064
-3322,-3351,-2897
-3081,-3056,-2845
-2517,-2677,-2823
-2502,-2679,-2767
-2495,-2585,-2701
-2496,-2546,-2557
-2504,-2516,-2259
-2518,-2492,-2201
-2611,-2467,-2100
-2686,-2520,-1910
-2678,-2499,-1778
-2902,-2504,-1713
-3182,-2737,-1650
-3728,-2772,-1590
-3775,-2759,-1518
-3990,-3381,-1437
-4038,-3320,-1362
-4079,-3323,-1413
-4151,-3504,-1504
-4219,-3461,-1513
-4221,-3371,-1379
-4175,-3278,-1246
-4180,-3186,-1131
-4166,-3095,-1035
-4148,-3024,-940
-4125,-2918,-731
-4182,-2820,-544
-4202,-2681,-363
-4164,-2560,-137
-4155,-2438,6
-4074,-2284,544
-4428,-2235,682
-4619,-2243,781
-4732,-2204,943
-4830,-2094,1004
-4864,-2060,1095
-5068,-2003,1303
-5080,-2173,1395
-5102,-2186,1593
-5123,-2106,1735
-5476,-2318,1853
-5548,-2295,1983
-5469,-2114,2154
-5459,-1910,2321
-5368,-1919,2527
-5260,-1730,2791
-5132,-1504,2992
-5007,-1249,3197
-4855,-971,3374
-4678,-703,3579
-4467,-464,3772
-4197,-130,3958
-3943,243,4135
-3675,595,4328
-3384,910,4504
-3081,1261,4533
-2350,1521,4408
-1846,1805,4338
-1488,2047,4397
-842,2359,4272
-521,2621,4174
468,2751,3611
926,2833,3505
1193,2903,3200
1865,2768,2914
2142,2822,2589
2407,2611,2234
2500,2575,1690
2596,2394,1472
2645,2117,1384
2648,2006,1384
2654,1906,1404
2441,1799,1370
2376,1654,1339
2207,1599,1372
2092,1570,1389
1865,1624,1505
1834,1627,1824
1740,1686,1976
1717,1813,2126
1720,1872,2155
1768,2079,2192
1890,2118,2129
1996,2228,2056
2085,2216,1987
2192,2257,1947
2243,2230,1944
2258,2184,1865
2342,2213,1563
2347,2184,1474
2370,2063,1402
2600,1967,1285
2931,2037,1249
2885,1908,1218
3095,2027,1146
3335,2034,1112
3278,2082,1192
3166,1999,1164
3341,1924,1198
3255,1858,1237
3375,2044,1351
3319,2086,1387
3271,2127,1645
3228,2172,1653
3343,2170,1767
3389,2191,1833
3403,2522,2158
3415,2802,2338
3434,2888,2459
3437,3034,2646
3761,3425,2865
3816,3575,2888
3966,3819,2971
4120,3847,3161
4173,4050,3154
4234,4041,3189
4232,4037,3223
4225,4021,3207
4287,4006,3176
4277,3994,3138
4267,3982,3099
4257,3957,3056
4143,3938,3035
4113,3766,2834
3887,3720,2817
3865,3697,2791
3791,3651,2756
3705,3640,2640
3633,3519,2601
3544,3397,2597
3210,3373,2579
3061,3337,2549
2967,3284,2492
2745,3231,2527
2542,3217,2482
2563,3187,2477
2045,3033,2386
1945,2771,2369
1297,2500,2320
1233,2148,2159
724,1879,2126
607,1399,1769
89,1202,1747
13,855,1572
-717,562,1514
-874,275,1337
-1339,70,1273
-1685,-277,1198
-1948,-319,1062
-2141,-828,826
-2311,-869,646
-2296,-1102,445
-2648,-1261,29
-2628,-1414,-58
-2772,-1761,-198
-3021,-2059,-351
-3073,-2049,-531
-3199,-2567,-555
-3427,-2788,-601
-3693,-2944,-579
-4020,-3014,-528
-4371,-2890,-445
-4377,-2746,-339
-4300,-2603,-166
-4548,-2499,95
-4921,-2369,490
-5027,-2213,716
-5049,-2056,980
-5348,-1796,1270
-5116,-1512,1608
-4865,-1208,1858
-4546,-933,2104
-4814,-607,2443
-4532,-310,2748
-4147,-3,2979
-3665,263,3187
-3327,599,3377
-2939,920,3554
-2536,1248,3718
-2100,1583,3857
-1685,1935,3969
-1326,2131,3920
-917,2417,3970
-551,2417,4038
-257,2647,4011
20,2785,3799
318,2596,3476
547,2506,3268
792,2490,2859
1014,2380,2835
1197,2334,2792
1282,2398,2765
1205,2442,2754
971,2450,2730
1055,2495,2702
944,2501,2763
843,2521,2987
911,2560,3089
648,2604,3170
497,2636,3178
460,2663,3310
372,2746,3296
73,2708,3359
168,2670,3354
-111,2719,3341
-58,2774,3327
-146,2819,3311
-70,2731,3295
18,2503,3246
96,2398,3239
154,2301,2951
221,2254,2739
302,2288,2692
399,2321,2611
522,2352,2605
699,2382,2595
843,2418,2581
1081,2572,2550
1424,2609,2525
1737,3145,2522
2312,3230,2564
2424,3749,2631
2536,3945,2727
2704,4047,2650
2938,4102,2793
3185,4194,2761
3311,4383,2846
3527,4386,2732
3633,4344,2616
3734,4321,2514
4054,4298,2424
4099,4262,2208
4181,4213,2120
4184,3934,1831
4224,3532,1528
4224,3461,1439
4178,2857,1074
4109,2799,998
3890,2392,919
3631,2204,804
3578,1996,670
3387,1882,459
3341,1791,391
3247,1595,284
3124,1563,278
3121,1500,227
3126,1509,145
3051,1422,141
3060,1457,-44
3081,1379,-120
2931,1260,-118
2692,1059,-115
2238,1095,-98
2009,853,7
1792,923,126
1720,999,196
1365,1075,233
1113,1154,272
988,1134,740
425,1108,1263
212,1322,1340
23,1269,2002
-164,1262,2087
-600,1443,2391
-676,1663,2935
-874,1703,3168
-1078,1858,3622
-1157,2102,3917
-1208,2106,4130
-1312,2216,4536
-1379,2237,4586
-1624,2281,4600
-1566,2324,4614
-1557,2367,4627
-1510,2409,4640
-1463,2425,4649
-1416,2355,4164
-1369,2042,4149
-1260,2074,3654
-1195,2030,3633
-1072,2046,3418
-989,1962,2942
-927,1657,2623
-853,1667,2309
-788,1092,1861
-741,1081,1462
-689,714,1332
-637,655,1080
-609,411,830
-602,355,651
-556,268,288
-522,54,287
-551,-155,180
-572,-204,58
-574,-408,-44
-529,-419,-319
-482,-430,-335
-439,-441,-433
-398,-454,-475
-318,-463,-579
-275,-315,-601
-255,-330,-777
-198,-347,-877
-196,-366,-992
-201,-400,-1102
-222,-442,-1197
-230,-684,-1284
-230,-799,-1764
-398,-1134,-2011
-438,-1415,-2368
-518,-1745,-2500
-682,-2085,-2869
-734,-2176,-3374
-862,-2392,-3465
-940,-2464,-3590
-1030,-2767,-3703
-1179,-3048,-3741
-1243,-3475,-4378
-1344,-3701,-4398
-1617,-3910,-4398
-1586,-3923,-4398
-1583,-3986,-4403
-1499,-3970,-4413
-1415,-3945,-4386
-1330,-3910,-4350
-1201,-3874,-4296
-1074,-3827,-4047
-931,-3407,-3992
-751,-3251,-4000
-628,-2924,-3690
-521,-2378,-3250
-412,-2220,-3096
-318,-1818,-2857
-231,-1685,-2812
-125,-1551,-2631
-127,-1466,-2474
-195,-1157,-2219
-267,-1083,-2087
-340,-931,-1984
-321,-897,-1884
-588,-825,-1671
-985,-834,-1371
-1122,-814,-1160
-1358,-923,-833
-1715,-925,-676
-1817,-1048,-648
-2229,-1152,-660
-2401,-1248,-277
-2521,-1349,-187
-2760,-1436,-178
-2868,-1536,-66
-3008,-1613,-117
-3278,-1690,-166
-3422,-1768,-194
-3498,-1836,-236
-3573,-1955,-279
-3637,-2051,-335
-3692,-2122,-451
-3728,-2176,-562
-3724,-2241,-653
-3609,-2258,-730
-3645,-2294,-852
-3677,-2330,-946
-3518,-2364,-1085
-3491,-2339,-1353
-3450,-2228,-1489
-3133,-1991,-1503
-3058,-1926,-1582
-2647,-1750,-1604
-2573,-1772,-1680
-2558,-1786,-1711
-2528,-1801,-1729
-2469,-1808,-2183
-2431,-1710,-2200
-2128,-1868,-2263
-2111,-1931,-2330
-2061,-1971,-2361
-1949,-1997,-2382
-1639,-1997,-2438
-1517,-2006,-2444
-1311,-2012,-2517
-1157,-2065,-2590
-1126,-2089,-2593
-1002,-2102,-2596
-1037,-2111,-2599
-1059,-2134,-2601
-994,-2115,-2594
-1013,-1976,-2556
-1000,-1964,-2403
-1030,-2007,-2319
-1057,-1816,-2211
-1146,-1845,-1878
-1219,-1402,-1640
-1201,-1086,-1632
-1187,-912,-1236
-1203,-744,-914
-1158,-708,-765
-1113,-655,-568
-1047,-533,-354
-1490,-411,89
-1694,-336,473
-1716,-309,689
-1642,426,892
-1577,483,1471
-1520,836,1556
-1418,1109,1618
-1246,1251,2007
-1030,1452,2186
-908,1901,2195
-734,2022,2179
-549,2289,2163
-334,2357,2138
-83,2499,2090
35,2551,2051
192,2612,2034
321,2657,1965
447,2698,1908
571,2636,1790
711,2670,1669
886,2705,1498
1081,2702,1389
1123,2649,1115
1203,2184,788
1239,2142,652
1129,1506,449
1227,1367,99
1219,1082,-4
1057,834,-120
867,507,-256
840,91,-335
630,-208,-263
223,-245,-224
35,-267,-56
-100,-284,58
-180,-336,171
-217,-300,482
-215,-89,639
-215,-12,786
187,417,1030
261,652,1253
588,1305,1427
797,1351,1941
903,1647,1961
969,1731,2349
996,2014,2440
1021,2224,2846
1050,2237,3138
1081,2250,3156
1097,2263,3212
1048,2276,3250
846,2295,3260
894,2307,3265
891,2261,3269
886,2238,3275
973,2279,3274
1023,2281,3296
1103,2320,3303
1210,2363,3324
1319,2412,3335
1431,2469,3173
1620,2538,3226
1787,2576,3094
1924,2576,3131
2046,2570,2854
2154,2561,2733
2252,2536,2779
2299,2540,2750
2337,2544,2804
2313,2486,2839
2298,2421,2912
2307,2478,2979
2161,2537,3034
2134,2659,3166
2161,2697,3212
2228,2845,3224
2438,2918,3164
2587,3433,3188
2853,3621,3281
3161,3960,3191
3678,4199,3062
4237,4754,2883
4473,4709,2634
4658,4715,2315
5291,4839,1915
5442,4877,1551
5696,4814,1203
5820,4741,832
5905,4477,474
5954,4220,88
5973,3967,-175
5926,3720,-431
5865,3460,-655
5788,3237,-714
5624,2998,-883
5310,2735,-992
5176,2505,-874
4637,2251,-902
4529,2108,-612
3924,1987,-588
3854,1888,-601
3490,1592,-587
2989,1395,-609
2944,980,-471
2579,913,-474
2174,709,-475
2141,589,-475
2092,573,-425
2055,483,-435
2010,447,-446
1889,399,-475
1827,341,-480
1778,278,-487
1742,356,-498
1687,386,-502
1616,386,-474
1538,299,-460
1372,518,-442
1149,443,-434
1101,437,-422
962,625,-332
986,589,-406
940,597,-411
938,581,-525
934,585,-622
966,564,-687
955,494,-869
1034,439,-1318
1115,375,-1534
1094,205,-1665
1074,116,-2168
1066,-25,-2293
1069,-502,-2645
1033,-551,-2703
677,-1296,-2703
646,-1309,-2703
391,-1717,-2703
242,-1710,-2690
48,-1822,-2663
93,-1967,-2637
-264,-2005,-2172
-412,-1993,-2105
-459,-1957,-1975
-346,-1919,-1796
-702,-1890,-1479
-670,-1903,-1404
-719,-1904,-1270
-808,-1901,-1052
-823,-1810,-1002
-787,-1731,-904
-775,-1722,-903
-902,-1717,-910
-917,-1717,-894
-969,-1627,-892
-1094,-1627,-814
-1142,-1611,-770
-1178,-1548,-770
-1435,-1439,-596
-1555,-1418,-555
-1613,-1366,-453
-1641,-1318,-185
-1668,-1255,198
-1698,-1028,225
-1692,-801,339
-1651,-640,369
-1479,-587,391
-860,-307,304
-529,-90,319
18,116,192
534,469,19
923,583,-80
1374,613,-432
2110,1040,-457
2121,1182,-596
2509,1222,-811
2867,1268,-831
2936,1334,-888
3126,1352,-888
3249,1355,-897
3236,1371,-916
3223,1424,-935
3203,1390,-953
3175,1338,-869
3145,1268,-844
3114,1200,-150
2915,1133,-22
2151,1042,474
1662,901,884
956,684,1328
636,657,1542
150,384,1640
-395,-137,1760
-684,-158,2033
-1154,-203,2123
-1154,-256,2362
-1592,-289,2415
-1738,-343,2515
-1728,-404,2434
-1717,-463,2353
-1705,-457,2272
-1691,-492,2190
-1649,-516,2049
-1469,-114,1871
-1078,-132,1679
-750,35,1363
-465,41,1229
-309,135,1228
-80,267,1229
192,501,1231
463,816,1235
628,1127,1242
741,1223,1390
821,1522,1639
989,1580,1742
1073,1618,2018
1122,1731,2046
1253,1853,2110
1379,1942,2233
1515,1998,2229
1680,2045,2183
1749,2147,2151
1812,2277,2079
2032,2310,1990
2231,2288,1656
2399,2241,1421
2460,2180,1220
2734,2043,891
2846,1909,507
3211,1792,179
3223,1702,-79
3677,1632,-398
3898,1565,-986
4378,1371,-1220
4379,1276,-1539
4585,1198,-1829
4599,1085,-2067
4634,954,-2156
4493,832,-2256
4388,717,-2554
4272,595,-2632
4170,486,-2710
4071,386,-2787
3929,239,-2864
3835,144,-2917
3209,73,-2790
2683,52,-2761
2526,22,-2782
2455,53,-2465
2378,15,-2443
2143,51,-2471
1736,140,-2499
1664,95,-2170
1482,49,-2208
1439,0,-2266
1361,-49,-2324
1187,-98,-2382
933,-179,-2440
826,-362,-2566
749,-749,-2816
704,-925,-2856
580,-1079,-2897
368,-1141,-2937
164,-1216,-2977
-166,-1258,-3016
-266,-1289,-2944
-646,-1314,-2553
-657,-1190,-2493
-812,-1151,-2190
-1236,-1035,-1712
-1399,-1027,-1600
-1462,-985,-1428
-1467,-699,-945
-1478,-536,-797
-1489,-439,-690
-1506,-241,-677
-1511,-258,-665
-1502,-276,-647
-1497,-299,-623
-1397,-330,-600
-1149,-353,-759
-1151,-348,-1066
-1151,-613,-1569
-1159,-746,-1862
-1165,-1289,-1968
-1180,-1335,-2377
-1248,-1557,-2388
-1286,-1873,-2769
-1251,-2058,-2795
-1280,-2077,-2793
-1262,-2268,-2969
-1191,-2306,-3138
-1462,-2806,-3298
-1695,-2937,-3334
-2250,-3486,-3371
-2454,-3588,-3388
-2633,-3671,-3401
-2549,-3697,-3487
-2466,-3691,-3516
-2414,-3761,-3664
-2350,-3792,-3801
-2298,-3790,-3959
-2214,-3784,-4033
-2154,-3766,-4286
-1970,-3754,-4430
-1786,-3741,-4789
-1497,-3724,-4883
-1015,-3682,-5350
-695,-3552,-5362
-323,-3463,-5692
19,-2961,-5869
461,-2739,-5897
1226,-2381,-6088
1332,-2360,-6088
1909,-2018,-6088
1931,-1724,-6088
2119,-1681,-6088
2153,-1669,-6088
2186,-1604,-5283
2223,-1587,-5101
2265,-1502,-4717
2250,-1441,-4641
2290,-1381,-4294
2362,-1202,-4207
2461,-1094,-3693
2532,-983,-3686
2690,-939,-3381
2674,-620,-3122
2844,-356,-3118
2918,-172,-3101
2992,72,-3086
3049,200,-3059
3088,423,-3059
3116,524,-3059
3115,571,-3073
3124,510,-3179
3098,421,-3272
3057,331,-3734
3031,243,-3846
2950,204,-4142
2818,75,-4331
2723,-153,-4475
2654,-315,-4617
2602,-447,-4757
2496,-633,-4894
2004,-804,-5029
1809,-980,-4896
1726,-1252,-4981
1494,-1418,-4917
1119,-1613,-5043
468,-1769,-5032
388,-1972,-5112
-22,-2125,-5057
-436,-2200,-4547
-980,-2251,-4085
-1007,-2294,-4096
-1188,-2272,-3649
-1731,-2284,-3271
-1983,-2233,-2912
-2248,-2193,-2501
-2412,-1873,-2353
-2488,-1813,-1929
-2538,-1706,-1677
-2693,-1630,-1125
-2637,-1538,-723
-2651,-1480,-577
-2545,-1343,-579
-2484,-1282,-567
-2482,-1233,-387
-2412,-1322,-342
-2395,-1213,-360
-2283,-1666,-266
-2349,-1954,-83
-2304,-1935,85
-2223,-1843,210
-2190,-1725,180
-2225,-1671,122
-2240,-1556,126
-2151,-1487,326
-1798,-1402,504
-1661,-1228,589
-1428,-1005,698
-1291,-826,765
-1295,-419,824
-1147,-270,881
-1110,219,1271
-1032,334,1339
-877,418,1348
-768,610,1353
-644,700,1353
-521,812,1348
-381,970,1255
-103,1025,1200
417,1109,1143
589,1051,789
1119,1100,611
1277,1095,292
1898,1000,-138
1992,907,-341
2366,824,-604
2526,893,-654
2832,864,-670
2797,902,-678
3029,912,-678
3151,951,-678
3451,1197,-646
3572,1352,-605
3680,1805,-477
4187,2278,-302
4225,2377,-201
4583,2671,-145
4610,2771,-48
4654,2858,32
4804,2994,132
4881,3138,239
4958,3353,447
4982,3572,917
5047,3852,1122
5307,4270,1270
5480,4692,1586
5882,4982,1676
6029,5294,2009
6178,5496,2180
6259,5784,2297
6388,5921,2382
6610,5942,2547
6593,6005,2626
6575,6032,2626
6567,6045,2634
6567,6045,2634
6567,6045,2634
6343,6008,2574
6162,5416,2574
5973,5403,2436
5966,4983,2274
5921,4940,2226
5814,4566,1910
5711,4285,1886
5357,3621,1627
5029,3402,1614
4742,2914,1545
4621,2794,1523
4226,2374,1494
3752,2059,1492
3456,1690,1453
3098,1512,1371
2848,1343,1382
2492,1155,1445
2085,906,1501
1870,721,1554
1710,680,1608
1561,611,1555
1200,628,1603
906,629,1661
706,560,1672
564,523,1697
486,430,1539
344,342,1510
65,125,1384
22,-207,1340
-41,-201,950
-115,-392,727
-268,-551,668
-285,-640,555
-285,-807,286
-285,-1060,-121
-261,-1091,-643
-94,-1091,-822
-72,-1087,-822
44,-1079,-874
103,-1070,-874
187,-1058,-874
374,-813,-874
413,-799,-874
671,-441,-737
739,-383,-536
784,128,-333
819,215,-273
843,490,70
864,691,222
979,807,471
1035,949,582
1106,1395,954
1244,1618,1000
1244,1813,1206
1224,1899,1353
1205,2203,1672
1175,2194,1715
1135,2181,2008
1065,2162,2110
623,2142,2131
415,2115,2150
40,1970,2170
-175,1520,2188
-181,1449,2206
-239,931,1938
-332,501,1602
-437,228,1339
-185,134,948
45,-39,529
186,-271,49
324,-399,-238
481,-862,-523
694,-909,-927
1009,-989,-1072
1289,-900,-1704
1661,-821,-1773
2037,-752,-1960
2306,-652,-1960
2607,-562,-2068
2714,-320,-2070
2906,-197,-2150
3008,-88,-2135
3094,23,-2104
3177,136,-2079
3258,252,-2054
3266,300,-2078
3275,229,-2192
3317,86,-2314
3327,-2,-2314
3333,-42,-2314
3306,-358,-2314
2939,-492,-2314
2563,-837,-2314
2036,-832,-2256
1802,-1089,-2147
1398,-1073,-2138
1231,-1119,-2068
768,-1143,-1931
383,-1154,-1453
-239,-1132,-1408
-896,-1138,-940
-1250,-1155,-723
-1836,-1171,-723
-1995,-1171,-723
-2526,-1302,-723
-2684,-1295,-723
-2854,-1508,-773
-3509,-1486,-773
-3651,-1868,-866
-4242,-2014,-864
-4624,-1996,-907
-5178,-2542,-899
-5754,-2756,-1043
-5649,-2838,-1127
-6282,-3282,-1320
-6173,-3334,-1334
-6191,-3497,-1373
-6431,-3498,-1381
-6298,-3655,-1305
-6714,-3918,-1357
-6620,-3840,-1322
-6723,-3981,-1241
-6818,-4249,-1116
-6715,-4104,-1010
-6609,-3978,-884
-6499,-3869,-758
-6388,-3760,-661
-5978,-3281,-563
-5742,-3034,-464
-5482,-2893,-363
-4753,-2473,-254
-4158,-2128,-149
-3531,-1659,-33
-3341,-1428,-43
-2624,-1103,-76
-2485,-1063,-46
-2335,-1019,-25
-2191,-971,-3
-2053,-926,15
-1910,-881,88
-2449,-1262,140
-2537,-1195,183
-2865,-1931,256
-3179,-1875,390
-3177,-2302,455
-3205,-2321,549
-3330,-2436,616
-3324,-2645,706
-3407,-2669,817
-3477,-2532,970
-3484,-2339,864
-3453,-2156,1064
-3416,-1966,1264
-3323,-1835,1377
-3095,-1721,1544
-2461,-1197,1659
-2346,-1054,1757
-1743,-588,1889
-1198,-101,1941
-692,435,1986
-219,1025,2097
289,1456,2214
780,2413,2794
1179,2703,3073
1648,3173,3129
1738,3335,3410
2201,3869,3695
2492,3904,3703
2789,4261,3941
3003,4495,4291
3532,5074,4433
3467,5099,4699
3388,5088,4706
3287,5076,4717
3160,5062,4731
3028,5047,4745
2879,5027,4764
2782,4444,4330
2642,4352,4128
1959,3629,3895
1464,3164,3717
1066,2883,3588
765,2356,3321
515,2280,3221
166,1728,3064
82,1568,2873
-94,1266,2690
-392,871,2637
-416,613,2356
-497,431,1981
-501,334,1810
-512,199,1604
-511,-68,1079
-510,-179,780
-502,-321,357
-472,-460,-30
-459,-483,-238
-33,-511,-917
16,-538,-1496
253,-387,-2044
464,-371,-2642
665,-305,-3110
1100,-276,-3351
1440,-254,-3354
1697,-229,-3508
1756,-204,-3577
1813,-115,-3735
1869,-27,-3944
1902,61,-4074
1908,-133,-3964
1745,-569,-3854
1702,-851,-3744
1500,-921,-3633
1479,-906,-3523
1395,-943,-3305
1344,-877,-3062
1189,-947,-2812
817,-871,-2486
874,-794,-2261
886,-788,-1900
645,-747,-1309
645,-653,-1274
750,-557,-795
663,-348,-705
643,-43,-155
753,278,-57
278,425,606
253,386,893
220,365,1233
194,394,1313
174,426,1309
160,517,1285
151,498,1286
159,592,1320
431,605,1322
610,999,1323
649,1117,1323
1153,1122,1323
1440,1404,1323
1810,1447,1323
1937,1476,1323
2020,1662,1319
2358,2014,1299
2413,2213,1279
2445,2442,1259
2558,2455,1350
2613,2670,1359
2636,2845,1386
2642,3089,1652
2647,3079,1805
2653,3072,1793
2593,3079,1797
2238,3195,2127
2050,3195,2294
1760,3307,2379
1502,3312,2414
1222,3314,2621
936,3311,3333
678,3309,3580
546,3338,4394
493,3327,4419
493,3377,5296
493,3461,5350
493,3494,5350
493,3772,5410
526,3796,5410
662,3796,5410
782,3840,5410
1183,4136,5410
1495,4136,5322
1570,4216,5257
2026,4223,4812
2134,4231,4568
2346,4237,4388
2698,4244,3755
2814,4039,3579
2909,4006,3289
2946,3888,3204
2948,3880,3117
2959,3805,3031
