449,1032,1873
493,1216,2211
515,1308,2384
573,1330,2718
620,1537,2823
707,1828,2921
779,2007,3428
982,2138,3534
1073,2282,3616
1403,2621,3816
1519,2801,3891
1625,2933,4164
1833,3090,4262
2205,3220,4359
3141,4079,4463
3334,4218,4573
3615,4513,4489
3793,4560,4434
4045,4585,4376
4247,4536,4313
4551,4473,4207
4587,4413,3894
4603,4346,3729
4601,4180,3608
4563,4018,3540
4479,3902,3411
4372,3588,3281
4207,3422,3090
4063,3296,2975
3795,2965,2908
3530,2763,2728
3305,2657,2683
2974,2302,2697
2661,1709,2263
2552,1693,2260
2274,1024,1678
1964,905,1620
1808,760,1396
1621,567,1563
1295,540,1401
1063,441,1482
990,536,1430
868,646,1545
806,673,1678
725,684,1669
611,709,1746
969,819,1829
1068,967,1882
1193,1288,1943
1351,1472,2017
1651,1897,2129
2027,2126,2231
2111,2483,2401
2360,2565,2380
2738,2932,2355
2850,3227,2416
3199,3287,2547
3275,3813,2757
3323,4129,2936
3360,4323,2998
3409,4342,3133
3454,4356,3183
3488,4366,3396
3441,4372,3376
3102,4375,3366
3000,4264,3366
2757,4000,3366
2024,3406,3194
1986,3273,3202
1825,2996,3148
1795,2916,3065
1718,2770,3025
1545,2735,2922
1529,2637,2838
1504,2303,2534
1423,2145,2271
1414,1954,2077
1409,1774,1841
1409,1771,1767
1418,1665,1606
1417,1665,1606
1512,1633,1595
1510,1616,1568
1628,1562,1508
1798,1486,1356
1792,1489,1329
1787,1667,1234
1643,1452,1004
1688,1476,1567
1599,1274,1048
1640,1162,982
1579,1119,973
1590,1111,942
1521,1075,920
1504,1061,854
1491,928,490
1478,931,482
1485,796,456
1480,779,446
1567,763,418
1622,752,404
1694,744,410
1702,871,400
1775,992,496
1957,1232,517
1928,1474,728
1962,1568,775
1892,1630,808
2217,1638,1270
2104,1796,1325
2219,1930,1497
2217,2258,2187
2368,2360,2409
2424,2572,2468
2549,2820,2544
2536,2865,2577
2549,2865,2603
2515,2870,2626
2505,2875,2649
2492,2880,2671
2474,2884,2537
2326,2847,2425
2239,2425,1966
2223,2180,1720
1678,1641,1461
1061,1146,1302
872,434,642
691,300,271
548,-64,31
-18,-400,15
-373,-519,-42
-769,-1126,-220
-1186,-1162,-581
-1703,-1777,-648
-1882,-1894,-819
-2379,-2221,-914
-2388,-2231,-955
-3079,-2855,-1257
-3240,-2990,-1455
-3434,-3199,-1740
-4264,-3779,-1882
-4302,-3981,-2195
-4805,-4275,-2313
-4839,-4290,-2350
-4845,-4305,-2419
-4850,-4320,-2447
-4855,-4335,-2475
-4859,-4349,-2491
-4864,-4087,-2526
-4566,-3916,-2510
-4436,-3827,-2423
-4280,-3804,-2331
-3994,-3162,-2135
-4018,-3185,-2060
-4047,-3051,-2070
-4075,-3066,-1982
-4069,-3080,-1990
-4071,-2917,-1984
-4095,-2938,-1927
-3778,-2958,-1901
-3750,-2788,-1878
-3594,-2792,-1895
-3341,-2755,-1912
-2993,-2287,-1798
-2654,-2042,-1542
-2669,-1679,-1166
-2644,-1361,-686
-2613,-1148,-413
-2625,-1049,20
-2445,-705,101
-2424,-680,227
-2303,-603,445
-2005,-195,630
-1872,-126,639
-1814,-70,1040
-1651,336,1364
-1073,625,1491
-778,735,1694
-685,785,1684
-513,1145,1821
-370,1223,1833
-173,1316,1850
-5,1393,1863
164,1502,1911
374,1512,1903
621,1694,1931
778,1783,1940
964,1839,1943
1047,1858,1942
1365,2038,2080
1513,2063,2054
1812,2394,2055
1915,2478,2292
1988,3002,2705
2104,3140,2935
2145,3175,3375
2160,3241,3411
2173,3598,3819
2334,3614,3983
2208,3856,4082
2130,4024,4190
2163,4000,4693
2306,4184,4827
2359,4256,4902
2285,4208,4910
2212,4158,4921
2130,4106,4920
2043,3917,4923
1973,3837,4923
1987,3728,4893
1869,3666,4756
1752,3486,4406
1963,3124,4210
2115,3015,3607
2179,2898,3308
2128,2509,2664
2108,2202,2457
2138,2113,2192
2154,2102,1864
2166,1911,1704
2230,1784,1685
2184,1713,1488
2190,1629,1413
1935,1481,1398
1890,1398,1385
1651,1022,1374
1031,795,1267
750,765,1354
358,690,1311
277,653,1268
187,620,1237
55,598,1378
-6,585,1427
-73,655,1643
-186,741,2059
-339,903,2534
-325,983,2727
-575,1041,2874
-539,1112,2984
-503,1226,3005
-465,1372,3031
-418,1416,3054
-361,1374,3085
-161,1398,3116
-49,1452,3107
22,1609,3134
262,1699,3125
656,1800,2572
753,1869,2605
1258,1863,2533
1598,1939,2481
1822,1928,2487
2128,2060,2183
2539,2089,2084
2762,2211,2084
2828,2272,2084
2918,2555,2084
3013,2613,2086
3033,2734,2187
3018,2858,2372
3020,3130,2702
3013,3552,2844
3005,3570,3087
3055,3595,3554
2971,3721,3614
2965,3779,3698
2907,3769,3760
2834,3811,3884
2750,3789,3948
2565,3761,3963
2455,3726,3979
2197,3677,3994
1986,3489,4006
1703,3246,3960
1293,2772,3558
1184,2506,2766
641,1757,2570
398,1629,2378
154,1382,2021
-120,1140,1746
-400,805,1664
-630,613,1493
-1000,396,1272
-1143,-142,890
-1317,-379,25
-1537,-1074,-628
-1731,-1260,-942
-1647,-1558,-1152
-1892,-2126,-1620
-1685,-2400,-1803
-1764,-2427,-2185
-1577,-2429,-2309
-1628,-2443,-2438
-1475,-2557,-2609
-1196,-2683,-3034
-873,-2609,-3121
-608,-2389,-3455
-349,-2154,-3393
-43,-1970,-3303
281,-1737,-3207
520,-1481,-3158
769,-1187,-2969
882,-705,-2628
931,-278,-2040
1002,257,-1592
1066,440,-1372
1193,672,-1148
1144,824,-914
1075,1036,-565
992,1209,-254
724,1323,-169
549,1182,33
353,1214,156
147,1230,270
-67,1230,405
-547,1171,541
-931,456,609
-1439,287,570
-1795,147,525
-2220,-304,479
-2426,-604,407
-2808,-992,364
-3125,-1452,-103
-3845,-2286,-452
-3918,-2685,-829
-4093,-2976,-1366
-4591,-3738,-1774
-4588,-3945,-2034
-4584,-4137,-2482
-4573,-4134,-2577
-4559,-4137,-2846
-4539,-4148,-2932
-4187,-4199,-3111
-3980,-4238,-3124
-3636,-4222,-3191
-3580,-4198,-3581
-3420,-3991,-3725
-3364,-3807,-3733
-3290,-3788,-3763
-3195,-3736,-3781
-3121,-3698,-3800
-3128,-3604,-3778
-3144,-3666,-3790
-3104,-3530,-3782
-3119,-3479,-3730
-3072,-3418,-3694
-3199,-3375,-3451
-3337,-3300,-3405
-3390,-3240,-3173
-3483,-3405,-2612
-3793,-3497,-2585
-4490,-3677,-2409
-4865,-3672,-2359
-5381,-3829,-1802
-5929,-4051,-1835
-6671,-4175,-1809
-6722,-4267,-1818
-6815,-4435,-868
-6910,-4577,-949
-6988,-4698,-577
-7051,-4780,-603
-7110,-4410,-317
-6954,-4273,-404
-6772,-4196,-441
-6695,-4177,-484
-6534,-4105,-576
-6495,-4191,-624
-6489,-4182,-750
-6067,-3863,-881
-5764,-3812,-1013
-5738,-3903,-1146
-5317,-4001,-1373
-5042,-3995,-1633
-5020,-4062,-1932
-4933,-4042,-2266
-4846,-4104,-2610
-4694,-4219,-2832
-4376,-4337,-3295
-4065,-4459,-3391
-3911,-4414,-3498
-3770,-4262,-3681
-3582,-4240,-3797
-3459,-4210,-3907
-3342,-4168,-4114
-3292,-4292,-4230
-3227,-4228,-4313
-3356,-4410,-4363
-3197,-4360,-4409
-3295,-4378,-4458
-3416,-4754,-4909
-3330,-4832,-4966
-3737,-4963,-5050
-3658,-5029,-5097
-3738,-5236,-5134
-4029,-5304,-5208
-4242,-5316,-5261
-4210,-5586,-5282
-4322,-5572,-5292
-4280,-5629,-5334
-4233,-5626,-5474
-4415,-5711,-5496
-4386,-5701,-5500
-4357,-5614,-5487
-4265,-5461,-5467
-4253,-5461,-5467
-4105,-5384,-5354
-4086,-5353,-5213
-4045,-5312,-5210
-3742,-4670,-4862
-3672,-4441,-4624
-3664,-4222,-4360
-3555,-4164,-4225
-3456,-3870,-4169
-3478,-3866,-4137
-3241,-3476,-3989
-3203,-3185,-3926
-2687,-3134,-3600
-2656,-2763,-3444
-1978,-2282,-3391
-1880,-2037,-3077
-1583,-1699,-2884
-1041,-1291,-2828
-1039,-816,-2231
-990,-547,-1947
-896,-362,-1728
-812,-271,-1388
-741,-216,-1203
-693,-132,-825
-659,-50,-582
-647,370,-387
-629,400,-175
-621,388,56
-637,370,158
-669,394,209
-699,363,269
-1109,324,326
-1304,263,351
-1367,164,385
-1441,18,381
-1522,-112,354
-1602,-152,369
-1690,-313,295
-1695,-397,193
-1747,-555,141
-1791,-675,120
-1833,-804,41
-1868,-876,-88
-1886,-925,-222
-2284,-1726,-672
-2284,-1807,-813
-2309,-2038,-1197
-2315,-2215,-1514
-2320,-2683,-2019
-2324,-2885,-2117
-2328,-2949,-2484
-2333,-3096,-2655
-2336,-3104,-2942
-2488,-3144,-3101
-2506,-3182,-3268
-2527,-3250,-3329
-2678,-3525,-3444
-2736,-3802,-3558
-3090,-3955,-3635
-3236,-4253,-3813
-3318,-4329,-3959
-3423,-4580,-4013
-3894,-4695,-4090
-4080,-4913,-4216
-4113,-5014,-4242
-4534,-5426,-4256
-5012,-5539,-4338
-5176,-5667,-4365
-5293,-5762,-4372
-5335,-5841,-4473
-5410,-6080,-4542
-5460,-6447,-4879
-5433,-6531,-4967
-5340,-6544,-5012
-5226,-6558,-5071
-5072,-6572,-5129
-4897,-6583,-5201
-4728,-6574,-5264
-4526,-6020,-4908
-3950,-5699,-4848
-3678,-5531,-4916
-3486,-5224,-4897
-2967,-5164,-4671
-2564,-4703,-4696
-2282,-4033,-4165
-1800,-3919,-3921
-1570,-3660,-3944
-1314,-3522,-3932
-860,-3285,-3944
-564,-3064,-3863
-316,-2842,-3732
-117,-2433,-3500
116,-2285,-3347
356,-1923,-2667
612,-1491,-2582
971,-1316,-2339
1192,-1130,-2316
1444,-933,-2124
1633,-727,-2045
1867,-447,-1916
2063,-188,-1832
2257,111,-1748
2449,317,-1288
2667,570,-1213
2816,785,-1069
2989,986,-943
3129,1156,-785
3271,1344,-647
3400,1527,-493
3523,1683,-392
3632,1867,-260
3718,1993,-79
3739,2301,229
3756,2423,345
3785,2497,479
3812,2680,563
3833,2762,656
3697,2840,764
3623,2912,886
3483,2840,981
3249,2743,1068
3192,2776,1106
2993,2584,1048
2793,2397,984
2578,2227,1039
2135,2031,1091
2021,1999,1158
1875,1931,1110
1831,1831,1170
1507,1802,1227
1349,1771,1276
1004,1649,1317
926,1647,1346
785,1628,1383
606,1617,1403
558,1574,1382
467,1567,1430
403,1536,1388
164,1591,1463
135,1534,1388
124,1591,1463
129,1534,1362
103,1536,1645
72,1487,1357
112,1497,1538
87,1509,1357
128,1514,1525
179,1364,1340
245,1345,1327
306,1342,1262
391,1370,1233
474,1337,1111
554,1331,828
974,1322,664
1185,1310,490
1509,1330,397
1826,1428,199
1834,1339,-139
1862,1256,-186
2089,1176,-228
2069,1181,-230
2056,1127,-278
2116,1141,-152
2157,1106,-190
2198,1105,-215
2227,1376,-89
2259,1610,78
2257,1867,172
2253,2181,694
2252,2278,775
2252,2293,942
2253,2497,1358
2167,2502,1453
2043,2607,1820
2019,2667,1885
1995,2728,1950
1971,2733,2187
1946,3139,2410
1936,3159,2807
2137,3740,3197
2488,4050,3344
2583,4273,3434
2606,4446,3517
3227,4389,3594
3226,4327,3674
3619,4270,3773
3633,4218,3862
3630,4164,3912
3626,4038,3199
3658,3729,3156
3657,3672,3103
3639,3663,3056
3660,3541,2887
3619,3393,2850
3620,3393,2850
3659,3389,2850
3657,3377,2846
3784,3360,2840
3784,3344,2831
3828,3808,3166
3848,3994,3211
3885,4134,3301
4054,4160,3445
4132,4355,3400
4283,4640,3467
4289,4675,3695
4353,4996,3770
4457,5066,3729
4590,5068,3684
4786,5390,3652
5117,5487,3625
5314,5478,3603
5368,5487,3584
5347,5494,3390
5310,5497,3404
5281,5435,3406
5228,5050,3167
5160,5100,3187
4919,4641,2565
4708,4361,2628
4524,3983,2451
4142,3492,2114
3663,2772,1813
2959,2527,1782
2835,2156,1536
2286,1871,1474
1938,1774,1442
1104,1133,1399
964,1043,1287
295,603,1250
253,466,1219
-139,287,1117
-384,138,959
-474,-172,837
-1197,-283,742
-1367,-367,856
-1475,-430,852
-1593,-476,851
-1625,-516,830
-1651,-546,912
-1670,-509,993
-1683,-280,1096
-1652,-210,1185
-1634,-152,1323
-1527,-11,1414
-1467,69,1451
-814,301,1474
-691,576,1582
-488,638,1667
-22,857,1762
45,931,1868
745,1004,1905
917,1277,1912
1171,1465,1953
2120,2001,2016
2248,2305,2097
2958,2384,2274
3271,3189,2344
3845,3285,2389
4437,3644,2512
5369,4071,2595
5741,5075,2596
6801,5124,2584
7020,5702,2937
7674,5673,2971
7666,5916,3067
7967,6490,3032
7987,6669,2997
8004,6636,3116
8020,6839,3106
8036,6788,3209
8052,6737,3209
7917,6685,3108
7824,6595,3006
7543,6485,2905
7225,6129,2778
6837,5880,2662
5730,5120,2532
5302,4573,2165
4802,3975,1727
4736,3764,1397
3458,2597,1225
3431,2502,1046
2809,2152,885
2686,1896,796
2499,1788,687
1968,1541,602
1732,1102,523
1244,964,481
1070,720,510
706,309,532
610,139,572
444,-57,603
280,-158,659
214,-139,704
54,-116,750
-34,-85,912
-117,-45,1186
-151,14,1567
-176,328,1957
-212,506,2207
-245,691,2372
-363,794,2676
-452,912,3028
-656,1128,3344
-601,1284,3514
-555,1363,3564
-541,1421,3602
-512,1467,3630
-501,1497,3649
-477,1600,3658
-477,1512,3618
-477,1489,3614
-446,1476,3600
-368,1164,3432
-360,1107,3072
-180,943,2992
-156,673,2670
-124,354,1918
7,96,1567
324,102,941
431,109,870
656,118,633
1010,133,619
1343,181,330
1684,250,279
1985,754,171
2371,835,176
2928,1005,181
3111,1097,300
3483,1338,405
3730,1491,472
3984,1770,472
4295,2132,694
4732,2540,708
4738,2541,708
4732,2826,709
5107,3198,735
5221,3155,853
5227,3151,828
5209,3155,892
5547,3303,895
5596,3725,870
5903,3758,844
6320,3943,835
6500,4178,791
6535,4238,755
6724,4276,759
6972,4587,886
6975,4793,900
6954,4754,851
6940,4711,807
6926,4669,823
6911,4627,795
6851,4578,854
6835,4533,813
6386,4222,838
5855,4041,871
5775,3889,777
5510,3774,664
5282,3446,552
4602,3136,421
4480,2985,284
3818,2482,236
2945,2040,119
2612,1506,89
1784,972,-9
1166,552,-181
363,-235,-212
52,-557,-510
-70,-657,-599
-184,-747,-608
-484,-772,-618
-597,-1149,-743
-954,-1502,-669
-1073,-1538,-650
-1191,-1681,-601
-1605,-1780,-648
-1920,-1748,-745
-2024,-1938,-726
-2048,-2146,-754
-2067,-2196,-809
-2181,-2487,-962
-2220,-2611,-1125
-2270,-2612,-1263
-2279,-2741,-1433
-2039,-2888,-1558
-1783,-2891,-1823
-1684,-2966,-2013
-1520,-2979,-2100
-1362,-2976,-2185
-1207,-2940,-2277
-1033,-2911,-2376
-830,-2841,-2471
-591,-2772,-2538
-370,-2691,-2573
-105,-2517,-2600
209,-2438,-2654
497,-2355,-2425
976,-1635,-2251
1308,-1471,-1834
1618,-981,-1749
2161,-687,-1567
2523,-45,-1415
2809,297,-932
3015,925,-807
3255,1365,64
3634,1621,192
3798,2410,810
3944,2749,1089
4085,2973,1301
4224,3396,1641
4260,3582,1960
4261,3700,2238
4336,3821,2384
4309,3935,2522
4264,4004,2648
4295,4074,2848
4279,4138,2991
4267,4251,3130
4216,4299,3294
4179,4342,3410
4130,4377,3528
4065,4420,3658
3990,4439,3798
3900,4520,3997
3825,4529,4127
3946,4528,4317
3950,4825,4427
3991,4939,4580
3957,4936,4796
4011,5040,4963
4146,5272,5059
3986,5247,5145
3952,5226,5217
3864,5163,5268
3782,5103,5328
3593,5066,5399
3491,4993,5403
3311,4913,5370
3297,4831,5286
3118,4760,5196
2914,4631,5192
2702,4547,5169
2507,4456,5128
2332,4358,5109
2150,4192,5096
1952,3800,4806
1706,3637,4684
1514,3310,4351
1271,3154,4277
1062,2849,4054
736,2675,3949
363,2388,3825
191,1745,2971
-37,1374,2854
-194,1184,2404
-486,990,2099
-671,749,1793
-862,424,1389
-1082,279,1220
-1245,-282,677
-1424,-783,85
-1770,-1358,-451
-1954,-1449,-654
-2310,-1996,-1096
-2363,-2128,-1396
-2528,-2396,-1599
-2599,-2463,-1791
-2617,-2681,-2125
-2862,-2931,-2276
-2871,-2974,-2483
-3101,-3051,-2562
-3120,-3232,-2833
-3279,-3243,-2979
-3676,-3774,-3385
-3856,-4075,-3711
-4270,-4545,-4171
-4544,-4892,-4525
-4583,-5165,-4686
-4612,-5185,-4874
-4656,-5231,-4951
-4777,-5725,-5054
-4837,-5724,-5106
